technique,implementation,campaign,iteration,result,pass_delta,failure_delta,stage,stage_name,fault_target,fault_name,fault_value,initial_value,expected,value,restart_status,restart_status_name,active_check,active_check_name,checkpoint_check,checkpoint_check_name,active_value,checkpoint_value,passes,failures,seed,fault_mode,target_kind,target_name,inject_pc,inject_offset,target_addr,bit,before,after,qemu_plugin_api
checkpoint,zig,ram-symbol-bitflip,1,fail,0,1,7,after_commit,0,none,0,137,364,137,1,restored,5,inconsistent_fields,0,ok,137,137,0,1,4660,ram-symbol-bitflip,ram-symbol,harness_zig_active_min,0x1ca0c,0,0x20000010,31,0,2147483648,5
checkpoint,zig,ram-symbol-bitflip,2,pass,1,0,7,after_commit,0,none,0,174,417,417,0,committed,0,ok,0,ok,417,417,1,1,4660,ram-symbol-bitflip,ram-symbol,harness_zig_checkpoint_value,0x1ca0c,0,0x20000018,29,174,536871086,5
